Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
967,596,Galvantula,EleSpider Pokemon,NULL,NULL,NULL,08,143,Bug,Electric,Compound Eyes,The Pokémons compound eyes boost its accuracy,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,Swarm,Powers up Bugtype moves when the Pokémons HP is low,NULL,NULL,50,50,70,Black,Unova,70,77,60,97,60,108,0,0,0,0,0,2,75,Medium Fast,1000000,165,Bug,NULL,20,966,Level 36
968,597,Ferroseed,Thorn Seed Pokemon,NULL,NULL,NULL,06,188,Grass,Steel,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Black,Unova,44,50,91,24,86,10,0,0,1,0,0,0,255,Medium Fast,1000000,61,Grass,Mineral,20,NULL,NULL
969,598,Ferrothorn,Thorn Pod Pokemon,NULL,NULL,NULL,10,1100,Grass,Steel,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs,NULL,NULL,Anticipation,The Pokémon can sense an opposing Pokémons dangerous moves,NULL,NULL,50,50,70,Black,Unova,74,94,131,54,116,20,0,0,2,0,0,0,90,Medium Fast,1000000,171,Grass,Mineral,20,968,Level 40
970,599,Klink,Gear Pokemon,NULL,NULL,NULL,03,210,Steel,NULL,Plus,Boosts the Sp Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle,Minus,Boosts the Sp Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle,Clear Body,Prevents other Pokémons moves or Abilities from lowering the Pokémons stats,NULL,NULL,0,0,70,Black,Unova,40,55,70,45,60,30,0,0,1,0,0,0,130,Medium Slow,1059860,60,Mineral,NULL,20,NULL,NULL
971,60,Poliwag,Tadpole Pokemon,NULL,NULL,NULL,06,124,Water,NULL,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,Swift Swim,Boosts the Pokémons Speed stat in rain,NULL,NULL,50,50,70,Red,Kanto,40,50,40,40,40,90,0,0,0,0,0,1,255,Medium Slow,1059860,60,Water 1,NULL,20,NULL,NULL
972,600,Klang,Gear Pokemon,NULL,NULL,NULL,06,510,Steel,NULL,Plus,Boosts the Sp Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle,Minus,Boosts the Sp Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle,Clear Body,Prevents other Pokémons moves or Abilities from lowering the Pokémons stats,NULL,NULL,0,0,70,Black,Unova,60,80,95,70,85,50,0,0,2,0,0,0,60,Medium Slow,1059860,154,Mineral,NULL,20,970,Level 38
973,601,Klinklang,Gear Pokemon,NULL,NULL,NULL,06,810,Steel,NULL,Plus,Boosts the Sp Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle,Minus,Boosts the Sp Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle,Clear Body,Prevents other Pokémons moves or Abilities from lowering the Pokémons stats,NULL,NULL,0,0,70,Black,Unova,60,100,115,70,85,90,0,0,3,0,0,0,30,Medium Slow,1059860,234,Mineral,NULL,20,972,Level 49
974,602,Tynamo,EleFish Pokemon,NULL,NULL,NULL,02,03,Electric,NULL,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Black,Unova,35,55,40,45,40,60,0,0,0,0,0,1,190,Slow,1250000,55,Amorphous,NULL,20,NULL,NULL
975,603,Eelektrik,EleFish Pokemon,NULL,NULL,NULL,12,220,Electric,NULL,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Black,Unova,65,85,70,75,70,40,0,2,0,0,0,0,60,Slow,1250000,142,Amorphous,NULL,20,974,Level 39
976,604,Eelektross,EleFish Pokemon,NULL,NULL,NULL,21,805,Electric,NULL,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Black,Unova,85,115,80,105,80,50,0,3,0,0,0,0,30,Slow,1250000,232,Amorphous,NULL,20,975,Thunder Stone
977,605,Elgyem,Cerebral Pokemon,NULL,NULL,NULL,05,90,Psychic,NULL,Telepathy,Anticipates an allys attack and dodges it,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,Analytic,Boosts move power when the Pokémon moves last,NULL,NULL,50,50,70,Black,Unova,55,55,55,85,55,30,0,0,0,1,0,0,255,Medium Fast,1000000,67,HumanLike,NULL,20,NULL,NULL
978,606,Beheeyem,Cerebral Pokemon,NULL,NULL,NULL,10,345,Psychic,NULL,Telepathy,Anticipates an allys attack and dodges it,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,Analytic,Boosts move power when the Pokémon moves last,NULL,NULL,50,50,70,Black,Unova,75,75,75,125,95,40,0,0,0,2,0,0,90,Medium Fast,1000000,170,HumanLike,NULL,20,977,Level 42
979,607,Litwick,Candle Pokemon,NULL,NULL,NULL,03,31,Ghost,Fire,Flash Fire,Powers up the Pokémons Firetype moves if its hit by one,Flame Body,Contact with the Pokémon may burn the attacker,Infiltrator,Passes through the opposing Pokémons barrier substitute and the like and strikes,NULL,NULL,50,50,70,Black,Unova,50,30,55,65,55,20,0,0,0,1,0,0,190,Medium Slow,1059860,55,Amorphous,NULL,20,NULL,NULL
980,608,Lampent,Lamp Pokemon,NULL,NULL,NULL,06,130,Ghost,Fire,Flash Fire,Powers up the Pokémons Firetype moves if its hit by one,Flame Body,Contact with the Pokémon may burn the attacker,Infiltrator,Passes through the opposing Pokémons barrier substitute and the like and strikes,NULL,NULL,50,50,70,Black,Unova,60,40,60,95,60,55,0,0,0,2,0,0,90,Medium Slow,1059860,130,Amorphous,NULL,20,979,Level 41
981,609,Chandelure,Luring Pokemon,NULL,NULL,NULL,10,343,Ghost,Fire,Flash Fire,Powers up the Pokémons Firetype moves if its hit by one,Flame Body,Contact with the Pokémon may burn the attacker,Infiltrator,Passes through the opposing Pokémons barrier substitute and the like and strikes,NULL,NULL,50,50,70,Black,Unova,60,55,90,145,90,80,0,0,0,3,0,0,45,Medium Slow,1059860,234,Amorphous,NULL,20,980,Dusk Stone
982,61,Poliwhirl,Tadpole Pokemon,NULL,NULL,NULL,10,200,Water,NULL,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,Swift Swim,Boosts the Pokémons Speed stat in rain,NULL,NULL,50,50,70,Red,Kanto,65,65,65,50,50,90,0,0,0,0,0,2,120,Medium Slow,1059860,135,Water 1,NULL,20,971,Level 25
983,610,Axew,Tusk Pokemon,NULL,NULL,NULL,06,180,Dragon,NULL,Rivalry,Becomes competitive and deals more damage to Pokémon of the same gender but deals less to Pokémon of the opposite gender,Mold Breaker,Moves can be used on the target regardless of its Abilities,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,35,Black,Unova,46,87,60,30,40,57,0,1,0,0,0,0,75,Slow,1250000,64,Monster,Dragon,40,NULL,NULL
984,611,Fraxure,Axe Jaw Pokemon,NULL,NULL,NULL,10,360,Dragon,NULL,Rivalry,Becomes competitive and deals more damage to Pokémon of the same gender but deals less to Pokémon of the opposite gender,Mold Breaker,Moves can be used on the target regardless of its Abilities,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,35,Black,Unova,66,117,70,40,50,67,0,2,0,0,0,0,60,Slow,1250000,144,Monster,Dragon,40,983,Level 38
985,612,Haxorus,Axe Jaw Pokemon,NULL,NULL,NULL,18,1055,Dragon,NULL,Rivalry,Becomes competitive and deals more damage to Pokémon of the same gender but deals less to Pokémon of the opposite gender,Mold Breaker,Moves can be used on the target regardless of its Abilities,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,35,Black,Unova,76,147,90,60,70,97,0,3,0,0,0,0,45,Slow,1250000,243,Monster,Dragon,40,984,Level 48
986,613,Cubchoo,Chill Pokemon,NULL,NULL,NULL,05,85,Ice,NULL,Snow Cloak,Boosts evasiveness in a hailstorm,Slush Rush,Boosts the Pokémons Speed stat in a hailstorm,Rattled,Dark Ghost and Bugtype moves scare the Pokémon and boost its Speed stat,NULL,NULL,50,50,70,Black,Unova,55,70,40,60,40,40,0,1,0,0,0,0,120,Medium Fast,1000000,61,Field,NULL,20,NULL,NULL
987,614,Beartic,Freezing Pokemon,NULL,NULL,NULL,26,2600,Ice,NULL,Snow Cloak,Boosts evasiveness in a hailstorm,Slush Rush,Boosts the Pokémons Speed stat in a hailstorm,Swift Swim,Boosts the Pokémons Speed stat in rain,NULL,NULL,50,50,70,Black,Unova,95,130,80,70,80,50,0,2,0,0,0,0,60,Medium Fast,1000000,177,Field,NULL,20,986,Level 37
988,615,Cryogonal,Crystallizing Pokemon,NULL,NULL,NULL,11,1480,Ice,NULL,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Black,Unova,80,50,50,95,135,105,0,0,0,0,2,0,25,Medium Fast,1000000,180,Mineral,NULL,25,NULL,NULL
989,616,Shelmet,Snail Pokemon,NULL,NULL,NULL,04,77,Bug,NULL,Hydration,Heals status conditions if its raining,Shell Armor,A hard shell protects the Pokémon from critical hits,Overcoat,Protects the Pokémon from things like sand hail and powder,NULL,NULL,50,50,70,Black,Unova,50,40,85,40,65,25,0,0,1,0,0,0,200,Medium Fast,1000000,61,Bug,NULL,15,NULL,NULL
990,617,Accelgor,Shell Out Pokemon,NULL,NULL,NULL,08,253,Bug,NULL,Hydration,Heals status conditions if its raining,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon,Unburden,Boosts the Speed stat if the Pokémons held item is used or lost,NULL,NULL,50,50,70,Black,Unova,80,70,40,100,60,145,0,0,0,0,0,2,75,Medium Fast,1000000,173,Bug,NULL,15,989,With Karrablast
991,618,Stunfisk,Trap Pokemon,NULL,NULL,NULL,07,110,Ground,Electric,Static,The Pokémon is charged with static electricity so contact with it may cause paralysis,Limber,Its limber body protects the Pokémon from paralysis,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,NULL,NULL,50,50,70,Black,Unova,109,66,84,81,99,32,2,0,0,0,0,0,75,Medium Fast,1000000,165,Water 1,Amorphous,20,NULL,NULL
992,619,Mienfoo,Martial Arts Pokemon,NULL,NULL,NULL,09,200,Fighting,NULL,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,Regenerator,Restores a little HP when withdrawn from battle,Reckless,Powers up moves that have recoil damage,NULL,NULL,50,50,70,Black,Unova,45,85,50,55,50,65,0,1,0,0,0,0,180,Medium Slow,1059860,70,Field,HumanLike,25,NULL,NULL
993,62,Poliwrath,Tadpole Pokemon,NULL,NULL,NULL,13,540,Water,Fighting,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,Swift Swim,Boosts the Pokémons Speed stat in rain,NULL,NULL,50,50,70,Red,Kanto,90,95,95,70,90,70,0,0,3,0,0,0,45,Medium Slow,1059860,230,Water 1,NULL,20,982,Water Stone
994,620,Mienshao,Martial Arts Pokemon,NULL,NULL,NULL,14,355,Fighting,NULL,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,Regenerator,Restores a little HP when withdrawn from battle,Reckless,Powers up moves that have recoil damage,NULL,NULL,50,50,70,Black,Unova,65,125,60,95,60,105,0,2,0,0,0,0,45,Medium Slow,1059860,179,Field,HumanLike,25,992,Level 50
995,621,Druddigon,Cave Pokemon,NULL,NULL,NULL,16,1390,Dragon,NULL,Rough Skin,This Pokémon inflicts damage with its rough skin to the attacker on contact,Sheer Force,Removes additional effects to increase the power of moves when attacking,Mold Breaker,Moves can be used on the target regardless of its Abilities,NULL,NULL,50,50,70,Black,Unova,77,120,90,60,90,48,0,2,0,0,0,0,45,Medium Fast,1000000,170,Dragon,Monster,30,NULL,NULL
996,622,Golett,Automaton Pokemon,NULL,NULL,NULL,10,920,Ground,Ghost,Iron Fist,Powers up punching moves,Klutz,The Pokémon cant use any held items,No Guard,The Pokémon employs noguard tactics to ensure incoming and outgoing attacks always land,NULL,NULL,0,0,70,Black,Unova,59,74,50,35,50,35,0,1,0,0,0,0,190,Medium Fast,1000000,61,Mineral,NULL,25,NULL,NULL
997,623,Golurk,Automaton Pokemon,NULL,NULL,NULL,28,3300,Ground,Ghost,Iron Fist,Powers up punching moves,Klutz,The Pokémon cant use any held items,No Guard,The Pokémon employs noguard tactics to ensure incoming and outgoing attacks always land,NULL,NULL,0,0,70,Black,Unova,89,124,80,55,80,55,0,2,0,0,0,0,90,Medium Fast,1000000,169,Mineral,NULL,25,996,Level 43
998,624,Pawniard,Sharp Blade Pokemon,NULL,NULL,NULL,05,102,Dark,Steel,Defiant,Boosts the Pokémons Attack stat sharply when its stats are lowered,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,50,50,35,Black,Unova,45,85,70,40,40,60,0,1,0,0,0,0,120,Medium Fast,1000000,68,HumanLike,NULL,20,NULL,NULL
999,625,Bisharp,Sword Blade Pokemon,NULL,NULL,NULL,16,700,Dark,Steel,Defiant,Boosts the Pokémons Attack stat sharply when its stats are lowered,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,50,50,35,Black,Unova,65,125,100,60,70,70,0,2,0,0,0,0,45,Medium Fast,1000000,172,HumanLike,NULL,20,998,Level 52
1000,626,Bouffalant,Bash Buffalo Pokemon,NULL,NULL,NULL,16,945,Normal,NULL,Reckless,Powers up moves that have recoil damage,Sap Sipper,Boosts the Attack stat if hit by a Grasstype move instead of taking damage,Soundproof,Soundproofing gives the Pokémon full immunity to all soundbased moves,NULL,NULL,50,50,70,Black,Unova,95,110,95,40,95,55,0,2,0,0,0,0,45,Medium Fast,1000000,172,Field,NULL,20,NULL,NULL
1001,627,Rufflet,Eaglet Pokemon,NULL,NULL,NULL,05,105,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Sheer Force,Removes additional effects to increase the power of moves when attacking,Hustle,Boosts the Attack stat but lowers accuracy,NULL,NULL,100,0,70,Black,Unova,70,83,50,37,50,60,0,1,0,0,0,0,190,Slow,1250000,70,Flying,NULL,20,NULL,NULL
1002,628,Braviary,Valiant Pokemon,NULL,NULL,NULL,15,410,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Sheer Force,Removes additional effects to increase the power of moves when attacking,Defiant,Boosts the Pokémons Attack stat sharply when its stats are lowered,NULL,NULL,100,0,70,Black,Unova,100,123,75,57,75,80,0,2,0,0,0,0,60,Slow,1250000,179,Flying,NULL,20,1001,Level 54
1003,629,Vullaby,Diapered Pokemon,NULL,NULL,NULL,05,90,Dark,Flying,Big Pecks,Protects the Pokémon from Defenselowering effects,Overcoat,Protects the Pokémon from things like sand hail and powder,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat,NULL,NULL,0,100,35,Black,Unova,70,55,75,45,65,60,0,0,1,0,0,0,190,Slow,1250000,74,Flying,NULL,20,NULL,NULL
1004,63,Abra,Psi Pokemon,NULL,NULL,NULL,09,195,Psychic,NULL,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,Magic Guard,The Pokémon only takes damage from attacks,NULL,NULL,75,25,70,Red,Kanto,25,20,15,105,55,90,0,0,0,1,0,0,200,Medium Slow,1059860,62,HumanLike,NULL,20,NULL,NULL
1005,630,Mandibuzz,Bone Vulture Pokemon,NULL,NULL,NULL,12,395,Dark,Flying,Big Pecks,Protects the Pokémon from Defenselowering effects,Overcoat,Protects the Pokémon from things like sand hail and powder,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat,NULL,NULL,0,100,35,Black,Unova,110,65,105,55,95,80,0,0,0,2,0,0,60,Slow,1250000,179,Flying,NULL,20,1003,Level 54
1006,631,Heatmor,Anteater Pokemon,NULL,NULL,NULL,14,580,Fire,NULL,Gluttony,Makes the Pokémon eat a held Berry when its HP drops to half or less which is sooner than usual,Flash Fire,Powers up the Pokémons Firetype moves if its hit by one,White Smoke,The Pokémon is protected by its white smoke which prevents other Pokémon from lowering its stats,NULL,NULL,50,50,70,Black,Unova,85,97,66,105,66,65,0,0,0,2,0,0,90,Medium Fast,1000000,169,Field,NULL,20,NULL,NULL
1007,632,Durant,Iron Ant Pokemon,NULL,NULL,NULL,03,330,Bug,Steel,Swarm,Powers up Bugtype moves when the Pokémons HP is low,Hustle,Boosts the Attack stat but lowers accuracy,Truant,The Pokémon cant use a move if it had used a move on the previous turn,NULL,NULL,50,50,70,Black,Unova,58,109,112,48,48,109,0,0,2,0,0,0,90,Medium Fast,1000000,169,Bug,NULL,20,NULL,NULL
1008,633,Deino,Irate Pokemon,NULL,NULL,NULL,08,173,Dark,Dragon,Hustle,Boosts the Attack stat but lowers accuracy,NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,Black,Unova,52,65,50,45,50,38,0,1,0,0,0,0,45,Slow,1250000,60,Dragon,NULL,40,NULL,NULL
1009,634,Zweilous,Hostile Pokemon,NULL,NULL,NULL,14,500,Dark,Dragon,Hustle,Boosts the Attack stat but lowers accuracy,NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,Black,Unova,72,85,70,65,70,58,0,2,0,0,0,0,45,Slow,1250000,147,Dragon,NULL,40,1008,Level 50
1010,635,Hydreigon,Brutal Pokemon,NULL,NULL,NULL,18,1600,Dark,Dragon,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,Black,Unova,92,105,90,125,90,98,0,0,0,3,0,0,45,Slow,1250000,270,Dragon,NULL,40,1009,Level 64
1011,636,Larvesta,Torch Pokemon,NULL,NULL,NULL,11,288,Bug,Fire,Flame Body,Contact with the Pokémon may burn the attacker,NULL,NULL,Swarm,Powers up Bugtype moves when the Pokémons HP is low,NULL,NULL,50,50,70,Black,Unova,55,85,55,50,55,60,0,1,0,0,0,0,45,Slow,1250000,72,Bug,NULL,40,NULL,NULL
1012,637,Volcarona,Sun Pokemon,NULL,NULL,NULL,16,460,Bug,Fire,Flame Body,Contact with the Pokémon may burn the attacker,NULL,NULL,Swarm,Powers up Bugtype moves when the Pokémons HP is low,NULL,NULL,50,50,70,Black,Unova,85,60,65,135,105,100,0,0,0,3,0,0,15,Slow,1250000,248,Bug,NULL,40,1011,Level 59
1013,638,Cobalion,Iron Will Pokemon,NULL,NULL,SubLegendary,21,2500,Steel,Fighting,Justified,Being hit by a Darktype move boosts the Attack stat of the Pokémon for justice,NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,Black,Unova,91,90,129,90,72,108,0,0,3,0,0,0,3,Slow,1250000,261,Undiscovered,NULL,80,NULL,NULL
1014,639,Terrakion,Cavern Pokemon,NULL,NULL,SubLegendary,19,2600,Rock,Fighting,Justified,Being hit by a Darktype move boosts the Attack stat of the Pokémon for justice,NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,Black,Unova,91,129,90,72,90,108,0,3,0,0,0,0,3,Slow,1250000,261,Undiscovered,NULL,80,NULL,NULL
1015,64,Kadabra,Psi Pokemon,NULL,NULL,NULL,13,565,Psychic,NULL,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,Magic Guard,The Pokémon only takes damage from attacks,NULL,NULL,75,25,70,Red,Kanto,40,35,30,120,70,105,0,0,0,2,0,0,100,Medium Slow,1059860,140,HumanLike,NULL,20,1004,Level 16
1016,640,Virizion,Grassland Pokemon,NULL,NULL,SubLegendary,20,2000,Grass,Fighting,Justified,Being hit by a Darktype move boosts the Attack stat of the Pokémon for justice,NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,Black,Unova,91,90,72,90,129,108,0,0,0,0,3,0,3,Slow,1250000,261,Undiscovered,NULL,80,NULL,NULL
1017,641,Tornadus,Cyclone Pokemon,NULL,NULL,SubLegendary,15,630,Flying,NULL,Prankster,Gives priority to a status move,NULL,NULL,Defiant,Boosts the Pokémons Attack stat sharply when its stats are lowered,NULL,NULL,100,0,90,Black,Unova,79,115,70,125,80,111,0,3,0,0,0,0,3,Slow,1250000,261,Undiscovered,NULL,120,NULL,NULL
1018,642,Thundurus,Bolt Strike Pokemon,NULL,NULL,SubLegendary,15,610,Electric,Flying,Prankster,Gives priority to a status move,NULL,NULL,Defiant,Boosts the Pokémons Attack stat sharply when its stats are lowered,NULL,NULL,100,0,90,Black,Unova,79,115,70,125,80,111,0,3,0,0,0,0,3,Slow,1250000,261,Undiscovered,NULL,120,NULL,NULL
1019,643,Reshiram,Vast White Pokemon,NULL,NULL,Legendary,32,3300,Dragon,Fire,Turboblaze,Moves can be used on the target regardless of its Abilities,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Black,Unova,100,120,100,150,120,90,0,0,0,3,0,0,3,Slow,1250000,306,Undiscovered,NULL,120,NULL,NULL
1020,644,Zekrom,Deep Black Pokemon,NULL,NULL,Legendary,29,3450,Dragon,Electric,Teravolt,Moves can be used on the target regardless of its Abilities,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Black,Unova,100,150,120,120,100,90,0,3,0,0,0,0,3,Slow,1250000,306,Undiscovered,NULL,120,NULL,NULL
1021,645,Landorus,Abundance Pokemon,NULL,NULL,SubLegendary,15,680,Ground,Flying,Sand Force,Boosts the power of Rock Ground and Steeltype moves in a sandstorm,NULL,NULL,Sheer Force,Removes additional effects to increase the power of moves when attacking,NULL,NULL,100,0,90,Black,Unova,89,125,90,115,80,101,0,0,0,3,0,0,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
1022,646,Kyurem,Boundary Pokemon,NULL,NULL,Legendary,30,3250,Dragon,Ice,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Black,Unova,125,130,90,130,90,95,1,1,0,1,0,0,3,Slow,1250000,297,Undiscovered,NULL,120,NULL,NULL
1023,647,Keldeo,Colt Pokemon,NULL,NULL,Mythical,14,485,Water,Fighting,Justified,Being hit by a Darktype move boosts the Attack stat of the Pokémon for justice,NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,Black,Unova,91,72,90,129,90,108,0,0,0,3,0,0,3,Slow,1250000,261,Undiscovered,NULL,80,NULL,NULL
1024,648,Meloetta,Melody Pokemon,NULL,NULL,Mythical,06,65,Normal,Psychic,Serene Grace,Boosts the likelihood of additional effects occurring when attacking,NULL,NULL,NULL,NULL,NULL,NULL,0,0,100,Black,Unova,100,77,77,128,128,90,0,0,0,1,1,1,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
1025,649,Genesect,Paleozoic Pokemon,NULL,NULL,Mythical,15,825,Bug,Steel,Download,Compares an opposing Pokémons Defense and Sp Def stats before raising its own Attack or Sp Atk statwhichever will be more effective,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Black,Unova,71,120,95,120,95,99,0,1,0,1,0,1,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
1026,65,Alakazam,Psi Pokemon,NULL,NULL,NULL,15,480,Psychic,NULL,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,Magic Guard,The Pokémon only takes damage from attacks,NULL,NULL,75,25,70,Red,Kanto,55,50,45,135,95,120,0,0,0,3,0,0,50,Medium Slow,1059860,225,HumanLike,NULL,20,1015,NULL
1066,650,Chespin,Spiky Nut Pokemon,NULL,NULL,NULL,04,90,Grass,NULL,Overgrow,Powers up Grasstype moves when the Pokémons HP is low,NULL,NULL,Bulletproof,Protects the Pokémon from some ball and bomb moves,NULL,NULL,875,125,70,X,Kalos,56,61,65,48,45,38,0,0,1,0,0,0,45,Medium Slow,1059860,63,Field,NULL,20,NULL,NULL
1067,651,Quilladin,Spiky Armor Pokemon,NULL,NULL,NULL,07,290,Grass,NULL,Overgrow,Powers up Grasstype moves when the Pokémons HP is low,NULL,NULL,Bulletproof,Protects the Pokémon from some ball and bomb moves,NULL,NULL,875,125,70,X,Kalos,61,78,95,56,58,57,0,0,2,0,0,0,45,Medium Slow,1059860,142,Field,NULL,20,1066,Level 16
1068,652,Chesnaught,Spiky Armor Pokemon,NULL,NULL,NULL,16,900,Grass,Fighting,Overgrow,Powers up Grasstype moves when the Pokémons HP is low,NULL,NULL,Bulletproof,Protects the Pokémon from some ball and bomb moves,NULL,NULL,875,125,70,X,Kalos,88,107,122,74,75,64,0,0,3,0,0,0,45,Medium Slow,1059860,239,Field,NULL,20,1067,Level 36
1069,653,Fennekin,Fox Pokemon,NULL,NULL,NULL,04,94,Fire,NULL,Blaze,Powers up Firetype moves when the Pokémons HP is low,NULL,NULL,Magician,The Pokémon steals the held item of a Pokémon it hits with a move,NULL,NULL,875,125,70,X,Kalos,40,45,40,62,60,60,0,0,0,1,0,0,45,Medium Slow,1059860,61,Field,NULL,20,NULL,NULL
1070,654,Braixen,Fox Pokemon,NULL,NULL,NULL,10,145,Fire,NULL,Blaze,Powers up Firetype moves when the Pokémons HP is low,NULL,NULL,Magician,The Pokémon steals the held item of a Pokémon it hits with a move,NULL,NULL,875,125,70,X,Kalos,59,59,58,90,70,73,0,0,0,2,0,0,45,Medium Slow,1059860,143,Field,NULL,20,1069,Level 16
1071,655,Delphox,Fox Pokemon,NULL,NULL,NULL,15,390,Fire,Psychic,Blaze,Powers up Firetype moves when the Pokémons HP is low,NULL,NULL,Magician,The Pokémon steals the held item of a Pokémon it hits with a move,NULL,NULL,875,125,70,X,Kalos,75,69,72,114,100,104,0,0,0,3,0,0,45,Medium Slow,1059860,240,Field,NULL,20,1070,Level 36
1072,656,Froakie,Bubble Frog Pokemon,NULL,NULL,NULL,03,70,Water,NULL,Torrent,Powers up Watertype moves when the Pokémons HP is low,NULL,NULL,Protean,Changes the Pokémons type to the type of the move its about to use,NULL,NULL,875,125,70,X,Kalos,41,56,40,62,44,71,0,0,0,0,0,1,45,Medium Slow,1059860,63,Water 1,NULL,20,NULL,NULL
1073,657,Frogadier,Bubble Frog Pokemon,NULL,NULL,NULL,06,109,Water,NULL,Torrent,Powers up Watertype moves when the Pokémons HP is low,NULL,NULL,Protean,Changes the Pokémons type to the type of the move its about to use,NULL,NULL,875,125,70,X,Kalos,54,63,52,83,56,97,0,0,0,0,0,2,45,Medium Slow,1059860,142,Water 1,NULL,20,1072,Level 16
